year,rank,rider_name,country,team,rider_total_time
1986,64,Dirk De Wolf,Bélgica,Hitachi–Robland,404376.0
1986,65,Twan Poels,Países Bajos,Kwantum–Decosol–Yoko,404376.0
1986,66,Ennio Vanotti,Italia,Gis Gelati,404439.0
1986,67,Paul Haghedooren,Bélgica,Joker–Emerxil–Merckx,404598.0
1986,68,François Lemarchand,Francia,Fagor,404664.0
1986,69,Ludo Peeters,Bélgica,Kwantum–Decosol–Yoko,404670.0
1986,70,Nico Emonds,Bélgica,Kwantum–Decosol–Yoko,404678.0
1986,71,Manuel Cárdenas,Colombia,Teka,404730.0
1986,72,Guido Van Calster,Bélgica,Zor–BH,404761.0
1986,73,Bruno Leali,Italia,Carrera Jeans–Vagabond,404828.0
1986,74,Beat Breu,Suiza,Carrera Jeans–Vagabond,404833.0
1986,75,Iñaki Gastón,España,Kas,404874.0
1986,76,Dominique Arnaud,Francia,Reynolds,404953.0
1986,77,Jørgen V. Pedersen,Dinamarca,Carrera Jeans–Vagabond,404991.0
1986,78,Jos Haex,Bélgica,Hitachi–Robland,404997.0
1986,79,Julián Gorospe,España,Reynolds,405090.0
1986,80,Jeff Pierce,Estados Unidos,7-Eleven,405136.0
1986,81,Maarten Ducrot,Países Bajos,Kwantum–Decosol–Yoko,405201.0
1986,82,Acácio da Silva,Portugal,Malvor–Bottecchia–Sidi,405204.0
1986,83,Nestor Oswaldo Mora,Colombia,Postobón–Manzana–Ryalcao,405225.0
1986,84,Gerrie Knetemann,Países Bajos,PDM–Ultima–Concorde,405227.0
1986,85,Dominique Gaigne,Francia,Système U,405286.0
1986,86,Marco Antonio León,Colombia,Café de Colombia–Varta,405368.0
1986,87,Vicente Ridaura,España,Seat–Orbea,405378.0
1986,88,Christophe Lavainne,Francia,Système U,405379.0
1986,89,Eric Van Lancker,Bélgica,Panasonic–Merckx–Agu,405432.0
1986,90,Jan van Wijk,Países Bajos,PDM–Ultima–Concorde,405474.0
1986,91,Alessandro Pozzi,Italia,Gis Gelati,405538.0
1986,92,Guido Bontempi,Italia,Carrera Jeans–Vagabond,405538.0
1986,93,Régis Simon,Francia,RMO–Cycles Méral–Mavic,405625.0
1986,94,Francisco Antequera,España,Zor–BH,405627.0
1986,95,Alain Vigneron,Francia,La Vie Claire,405627.0
1986,96,Ron Kiefel,Estados Unidos,7-Eleven,405717.0
1986,97,Philippe Leleu,Francia,La Vie Claire,405742.0
1986,98,Éric Boyer,Francia,Système U,405766.0
1986,99,Jörg Müller,Suiza,Kas,405785.0
1986,100,Frédéric Vichot,Francia,Kas,405814.0
1986,101,Gerrit Solleveld,Países Bajos,Kwantum–Decosol–Yoko,405859.0
1986,102,Wim Van Eynde,Bélgica,Joker–Emerxil–Merckx,405965.0
1986,103,Luc Roosen,Bélgica,Kwantum–Decosol–Yoko,405965.0
1986,104,Rudy Rogiers,Bélgica,Hitachi–Robland,405988.0
1986,105,Jan Wijnants,Bélgica,Hitachi–Robland,405993.0
1986,106,Israel Corredor,Colombia,Postobón–Manzana–Ryalcao,406043.0
1986,107,Frédéric Brun,Francia,Peugeot–Shell,406110.0
1986,108,Thierry Marie,Francia,Système U,406123.0
1986,109,Francesco Rossignoli,Italia,Carrera Jeans–Vagabond,406155.0
1986,110,Adri van der Poel,Países Bajos,Kwantum–Decosol–Yoko,406179.0
1986,111,Eric Louvel,Francia,Peugeot–Shell,406200.0
1986,112,Sean Yates,Reino Unido,Peugeot–Shell,406239.0
1986,113,Michel Dernies,Bélgica,Joker–Emerxil–Merckx,406248.0
1986,114,Raúl Alcalá,México,7-Eleven,406272.0
1986,115,Jaime Vilamajó,España,Seat–Orbea,406320.0
1986,116,Frank Hoste,Bélgica,Fagor,406345.0
1986,117,Jesús Hernández,España,Reynolds,406365.0
1986,118,André Chappuis,Francia,RMO–Cycles Méral–Mavic,406375.0
1986,119,Jean-Luc Vandenbroucke,Bélgica,Kas,406397.0
1986,120,Alex Stieda,Canadá,7-Eleven,406506.0
1986,121,José Luis Laguía,España,Reynolds,406507.0
1986,122,Rudy Dhaenens,Bélgica,Hitachi–Robland,406517.0
1986,123,Marc Gomez,Francia,Reynolds,406592.0
1986,124,Alain Bondue,Francia,Système U,406642.0
1986,125,Eric Vanderaerden,Bélgica,Panasonic–Merckx–Agu,406669.0
1986,126,Antonio Esparza,España,Seat–Orbea,406684.0
1986,127,Guido Winterberg,Suiza,La Vie Claire,406965.0
1986,128,Pierangelo Bincoletto,Italia,Malvor–Bottecchia–Sidi,406967.0
1986,129,Jozef Lieckens,Bélgica,Joker–Emerxil–Merckx,407080.0
1986,130,Francis Castaing,Francia,RMO–Cycles Méral–Mavic,407835.0
1986,131,Paul Kimmage,Irlanda,RMO–Cycles Méral–Mavic,407965.0
1986,132,Ennio Salvador,Italia,Gis Gelati,408670.0
1987,1,Stephen Roche,Irlanda,Carrera Jeans–Vagabond,415662.0
1987,2,Pedro Delgado,España,PDM–Ultima–Concorde,415702.0
1987,3,Jean-François Bernard,Francia,Toshiba–Look,415795.0
1987,4,Charly Mottet,Francia,Système U,416062.0
1987,5,Luis Herrera,Colombia,Café de Colombia–Varta,416234.0
1987,6,Fabio Parra,Colombia,Café de Colombia–Varta,416675.0
1987,7,Laurent Fignon,Francia,Système U,416766.0
1987,8,Anselmo Fuerte,España,BH,416775.0
1987,9,Raúl Alcalá,México,7-Eleven,416971.0
1987,10,Marino Lejarreta,España,Caja Rural–Orbea,417235.0
1987,11,Claude Criquielion,Bélgica,Hitachi–Marc,417494.0
1987,12,Federico Echave,España,BH,417528.0
1987,13,Martín Ramírez,Colombia,Café de Colombia–Varta,417877.0
1987,14,Gerhard Zadrobilek,Austria,Supermercati Brianzoli–Chateau d'Ax,418097.0
1987,15,Luciano Loro,Italia,Del Tongo,418294.0
1987,16,Andrew Hampsten,Estados Unidos,7-Eleven,418309.0
1987,17,Jean-René Bernaudeau,Francia,Fagor–MBK,418498.0
1987,18,Rafaël Antonio Acevedo,Colombia,Café de Colombia–Varta,418695.0
1987,19,Robert Millar,Reino Unido,Panasonic–Isostar,418709.0
1987,20,Denis Roux,Francia,Vétements Z–Peugeot,418795.0
1987,21,Erik Breukink,Países Bajos,Panasonic–Isostar,418877.0
1987,22,Pedro Muñoz Machín Rodríguez,España,Fagor–MBK,419229.0
1987,23,Éric Caritoux,Francia,Fagor–MBK,419595.0
1987,24,Omar Pablo Hernandez,Colombia,Postobón–Manzana–Ryalcao,420112.0
1987,25,Eduardo Chozas,España,Teka,420161.0
1987,26,Beat Breu,Suiza,Joker–Merckx,420464.0
1987,27,Phil Anderson,Australia,Panasonic–Isostar,420505.0
1987,28,Gilles Sanders,Francia,Kas,420519.0
1987,29,Jesper Skibby,Dinamarca,Roland–Skala,420535.0
1987,30,Eddy Schepers,Bélgica,Carrera Jeans–Vagabond,420595.0
1987,31,Guido Van Calster,Bélgica,BH,420869.0
1987,32,Gilles Mas,Francia,RMO–Cycles Méral–Mavic,420870.0
1987,33,Jean-Claude Bagot,Francia,Fagor–MBK,420898.0
1987,34,Martial Gayant,Francia,Système U,421019.0
1987,35,José Salvador Sanchis,España,Caja Rural–Orbea,421068.0
1987,36,Juan Carlos Castillo,Colombia,Café de Colombia–Varta,421243.0
1987,37,Bruno Cornillet,Francia,Vétements Z–Peugeot,421279.0
1987,38,Robert Forest,Francia,Fagor–MBK,421366.0
1987,39,Dag Otto Lauritzen,Noruega,7-Eleven,421414.0
1987,40,Christophe Lavainne,Francia,Système U,421434.0
1987,41,Jokin Mújika,España,Caja Rural–Orbea,421437.0
1987,42,Jérôme Simon,Francia,Vétements Z–Peugeot,421447.0
1987,43,José Luis Laguía,España,PDM–Ultima–Concorde,421569.0
1987,44,Marco Antonio León,Colombia,Café de Colombia–Varta,421642.0
1987,45,Peter Stevenhaagen,Países Bajos,PDM–Ultima–Concorde,421772.0
1987,46,Julio-César Cadena,Colombia,Café de Colombia–Varta,421913.0
1987,47,Marc Madiot,Francia,Système U,422068.0
1987,48,Gert-Jan Theunisse,Países Bajos,PDM–Ultima–Concorde,422447.0
1987,49,Rolf Gölz,Alemania,Superconfex–Kwantum–Yoko–Colnago,422526.0
1987,50,Jean-Claude Leclercq,Francia,Toshiba–Look,422542.0
1987,51,Fabian Fuchs,Suiza,Hitachi–Marc,422573.0
1987,52,Roque de la Cruz,España,Caja Rural–Orbea,422598.0
1987,53,Pascal Simon,Francia,Vétements Z–Peugeot,422761.0
1987,54,Dominique Garde,Francia,Toshiba–Look,422806.0
1987,55,Silvano Contini,Italia,Del Tongo,422817.0
1987,56,Eric Van Lancker,Bélgica,Panasonic–Isostar,422848.0
1987,57,Bernard Gavillet,Suiza,Système U,422880.0
1987,58,Enrique Aja,España,Teka,422910.0
1987,59,Charly Berard,Francia,Toshiba–Look,422953.0
1987,60,Bernard Vallet,Francia,RMO–Cycles Méral–Mavic,423141.0
1987,61,Guy Nulens,Bélgica,Panasonic–Isostar,423208.0
1987,62,Kim Andersen,Dinamarca,Toshiba–Look,423210.0
1987,63,Nestor Oswaldo Mora,Colombia,Postobón–Manzana–Ryalcao,423229.0
1987,64,Acácio da Silva,Portugal,Kas,423669.0
1987,65,Martin Earley,Irlanda,Fagor–MBK,423724.0
1987,66,Philippe Bouvatier,Francia,BH,423812.0
1987,67,Pascal Poisson,Francia,Système U,423827.0
1987,68,Jørgen V. Pedersen,Dinamarca,Carrera Jeans–Vagabond,423867.0
1987,69,Argemiro Bohórquez,Colombia,Café de Colombia–Varta,423997.0
1987,70,Adrian Timmis,Reino Unido,ANC–Halfords,424023.0
1987,71,Jos Haex,Bélgica,Hitachi–Marc,424111.0
1987,72,Régis Clère,Francia,Teka,424143.0
1987,73,Yvon Madiot,Francia,Système U,424179.0
1987,74,Steve Bauer,Canadá,Toshiba–Look,424343.0
1987,75,François Lemarchand,Francia,Fagor–MBK,424479.0
1987,76,Jean-Philippe Vandenbrande,Bélgica,Hitachi–Marc,424600.0
1987,77,Jean-François Rault,Francia,RMO–Cycles Méral–Mavic,424668.0
1987,78,Jesús Rodríguez,España,Teka,424670.0
1987,79,Marc Gomez,Francia,Reynolds,424722.0
1987,80,Gilbert Duclos-Lassalle,Francia,Vétements Z–Peugeot,424743.0
1987,81,Alessandro Pozzi,Italia,Del Tongo,424770.0
1987,82,Ron Kiefel,Estados Unidos,7-Eleven,424876.0
1987,83,Julián Gorospe,España,Reynolds,425033.0
1987,84,Teun van Vliet,Países Bajos,Panasonic–Isostar,425236.0
1987,85,Erich Mächler,Suiza,Carrera Jeans–Vagabond,425263.0
1987,86,Alfred Achermann,Suiza,Kas,425358.0
1987,87,Thierry Marie,Francia,Système U,425383.0
1987,88,Jeff Pierce,Estados Unidos,7-Eleven,425404.0
1987,89,Gerrie Knetemann,Países Bajos,PDM–Ultima–Concorde,425449.0
1987,90,Raimund Dietzen,Alemania,Teka,425461.0
1987,91,Theo de Rooij,Países Bajos,Panasonic–Isostar,425485.0
1987,92,Frédéric Brun,Francia,Vétements Z–Peugeot,425534.0
1987,93,Stefan Morjean,Bélgica,Hitachi–Marc,425737.0
1987,94,Malcolm Elliott,Reino Unido,ANC–Halfords,425781.0
1987,95,Henk Lubberding,Países Bajos,Panasonic–Isostar,425930.0
1987,96,Ludo Peeters,Bélgica,Superconfex–Kwantum–Yoko–Colnago,426027.0
1987,97,Miguel Induráin,España,Reynolds,426053.0
1987,98,Jonathan Boyer,Estados Unidos,7-Eleven,426089.0
1987,99,Jörg Müller,Suiza,PDM–Ultima–Concorde,426106.0
1987,100,Celestino Prieto,España,Kas,426164.0
1987,101,Cristóbal Pérez,Colombia,Café de Colombia–Varta,426362.0
1987,102,Giancarlo Perini,Italia,Carrera Jeans–Vagabond,426380.0
1987,103,Kvetoslav Palov,Australia,ANC–Halfords,426406.0
1987,104,Luc Roosen,Bélgica,Superconfex–Kwantum–Yoko–Colnago,426432.0
1987,105,Adri van der Poel,Países Bajos,PDM–Ultima–Concorde,426446.0
1987,106,Peter Hilse,Alemania,Teka,426548.0
1987,107,Roland Le Clerc,Francia,Caja Rural–Orbea,426646.0
1987,108,Jesús Hernández,España,Reynolds,426711.0
1987,109,Massimo Ghirotto,Italia,Carrera Jeans–Vagabond,426759.0
1987,110,Brian Holm,Dinamarca,Roland–Skala,426955.0
1987,111,Davide Cassani,Italia,Carrera Jeans–Vagabond,427095.0
1987,112,Guido Winterberg,Suiza,Toshiba–Look,427208.0
1987,113,José Luis Navarro,España,BH,427220.0
1987,114,Pascal Jules,Francia,Caja Rural–Orbea,427229.0
1987,115,Michel Dernies,Bélgica,Joker–Merckx,427235.0
1987,116,Rudy Patry,Bélgica,Roland–Skala,427347.0
1987,117,Francisco-José Antequera,España,BH,427435.0
1987,118,Manuel Jorge Domínguez,España,BH,427460.0
1987,119,Guido Bontempi,Italia,Carrera Jeans–Vagabond,427463.0
1987,120,Maurizio Piovani,Italia,Del Tongo,427599.0
1987,121,Jan Wijnants,Bélgica,Hitachi–Marc,427621.0
1987,122,Herman Frison,Bélgica,Roland–Skala,427639.0
1987,123,André Chappuis,Francia,RMO–Cycles Méral–Mavic,427740.0
1987,124,Jelle Nijdam,Países Bajos,Superconfex–Kwantum–Yoko–Colnago,427740.0
1987,125,Patrick Verschueren,Bélgica,Roland–Skala,427847.0
1987,126,Willem Van Eynde,Bélgica,Joker–Merckx,427882.0
1987,127,Gerrit Solleveld,Países Bajos,Superconfex–Kwantum–Yoko–Colnago,427923.0
1987,128,Carlos Hernández,España,Teka,427943.0
1987,129,Stefano Allocchio,Italia,Supermercati Brianzoli–Chateau d'Ax,428438.0
1987,130,Jean-Paul van Poppel,Países Bajos,Superconfex–Kwantum–Yoko–Colnago,428627.0
1987,131,Jan Goessens,Bélgica,Joker–Merckx,428652.0
1987,132,Jozef Lieckens,Bélgica,Joker–Merckx,429450.0
1987,133,Guy Gallopin,Francia,ANC–Halfords,430255.0
1987,134,Jean-Louis Gauthier,Francia,Vétements Z–Peugeot,430380.0
1987,135,Mathieu Hermans,Países Bajos,Caja Rural–Orbea,431472.0
1988,1,Pedro Delgado,España,Reynolds,304073.0
1988,2,Steven Rooks,Países Bajos,PDM–Ultima–Concorde,304506.0
1988,3,Fabio Parra,Colombia,Kelme,304671.0
1988,4,Steve Bauer,Canadá,Weinmann–La Suisse–SMM Uster,304808.0
1988,5,Éric Boyer,Francia,Système U–Gitane,304917.0
1988,6,Luis Herrera,Colombia,Café de Colombia,304949.0
1988,7,Ronan Pensec,Francia,Z–Peugeot,305085.0
1988,8,Álvaro Pino,España,BH,305189.0
1988,9,Peter Winnen,Países Bajos,Panasonic–Isostar–Colnago–Agu,305225.0
1988,10,Denis Roux,Francia,Z–Peugeot,305281.0
1988,11,Gert-Jan Theunisse,Países Bajos,PDM–Ultima–Concorde,305439.0
1988,12,Erik Breukink,Países Bajos,Panasonic–Isostar–Colnago–Agu,305459.0
1988,13,Laudelino Cubino,España,BH,305499.0
1988,14,Claude Criquielion,Bélgica,Hitachi–Bosal–B.C.E. Snooker,305545.0
1988,15,Andrew Hampsten,Estados Unidos,7-Eleven–Hoonved,305633.0
1988,16,Marino Lejarreta,España,Caja Rural–Orbea,305669.0
1988,17,Pascal Simon,Francia,Système U–Gitane,305792.0
1988,18,Éric Caritoux,Francia,Kas–Canal 10,305817.0
1988,19,Jérôme Simon,Francia,Z–Peugeot,305928.0
1988,20,Raúl Alcalá,México,7-Eleven–Hoonved,305947.0
1988,21,Gerhard Zadrobilek,Austria,Weinmann–La Suisse–SMM Uster,306002.0
1988,22,Roberto Visentini,Italia,Carrera Jeans–Vagabond,306076.0
1988,23,Thierry Claveyrolat,Francia,RMO–Cycles Méral–Mavic,306342.0
1988,24,Jaanus Kuum,Noruega,AD Renting–Anti-M–Bottecchia,306406.0
1988,25,Federico Echave,España,BH,306430.0
1988,26,Jørgen V. Pedersen,Dinamarca,BH,306437.0
1988,27,Jörg Müller,Suiza,PDM–Ultima–Concorde,306526.0
1988,28,Frédéric Vichot,Francia,Weinmann–La Suisse–SMM Uster,306593.0
1988,29,Peter Stevenhaagen,Países Bajos,PDM–Ultima–Concorde,306800.0
1988,30,Eduardo Chozas,España,Kelme,306818.0
1988,31,Samuel Cabrera,Colombia,Café de Colombia,306839.0
1988,32,Philippe Bouvatier,Francia,BH,306967.0
1988,33,Marc Sergeant,Bélgica,Hitachi–Bosal–B.C.E. Snooker,307037.0
1988,34,Dag Otto Lauritzen,Noruega,7-Eleven–Hoonved,307081.0
1988,35,Jesus Blanco,España,Teka,307401.0
1988,36,Gilbert Duclos-Lassalle,Francia,Z–Peugeot,307514.0
1988,37,Jean-Philippe Vandenbrande,Bélgica,Hitachi–Bosal–B.C.E. Snooker,307550.0
1988,38,Guy Nulens,Bélgica,Panasonic–Isostar–Colnago–Agu,307626.0
1988,39,Jean-Claude Bagot,Francia,Fagor–MBK,307660.0
1988,40,Charly Berard,Francia,Fagor–MBK,307681.0
1988,41,Edgar Corredor,Colombia,Café de Colombia,307753.0
1988,42,Julio-César Cadena,Colombia,Café de Colombia,307761.0
1988,43,Niki Rüttimann,Suiza,Weinmann–La Suisse–SMM Uster,307776.0
1988,44,Henrie Abadie,Francia,Z–Peugeot,307792.0
1988,45,Gerard Veldscholten,Países Bajos,Weinmann–La Suisse–SMM Uster,307825.0
1988,46,Sean Kelly,Irlanda,Kas–Canal 10,307847.0
1988,47,Miguel Induráin,España,Reynolds,307868.0
1988,48,Dominique Arnaud,Francia,Reynolds,308124.0
1988,49,Israel Corredor,Colombia,Café de Colombia,308143.0
1988,50,Michael Wilson,Australia,Weinmann–La Suisse–SMM Uster,308244.0
1988,51,José Patrocinio Jiménez,Colombia,Café de Colombia,308268.0
1988,52,Jesús Rodríguez,España,Reynolds,308350.0
1988,53,Jon Unzaga,España,Kas–Canal 10,308410.0
1988,54,Johnny Weltz,Dinamarca,Fagor–MBK,308442.0
1988,55,Jean-Claude Colotti,Francia,RMO–Cycles Méral–Mavic,308573.0
1988,56,Jos Haex,Bélgica,Hitachi–Bosal–B.C.E. Snooker,308589.0
1988,57,Mariano Sánchez Martinez,España,Teka,308639.0
1988,58,Jean-Claude Leclercq,Francia,Weinmann–La Suisse–SMM Uster,308714.0
1988,59,Sean Yates,Reino Unido,Fagor–MBK,308718.0
1988,60,Julián Gorospe,España,Reynolds,308726.0
1988,61,Jan Nevens,Bélgica,Sigma–Fina,308764.0
1988,62,Gianni Bugno,Italia,Chateau d'Ax,308822.0
1988,63,Jokin Mújika,España,Caja Rural–Orbea,308828.0
1988,64,Enrique Aja,España,Teka,308865.0
1988,65,Philippe Leleu,Francia,Toshiba–Look,308984.0
1988,66,Marc Madiot,Francia,Toshiba–Look,309027.0
1988,67,Christophe Lavainne,Francia,Système U–Gitane,309027.0
1988,68,Toni Rominger,Suiza,Chateau d'Ax,309094.0
1988,69,Ron Kiefel,Estados Unidos,7-Eleven–Hoonved,309111.0
1988,70,Roland Le Clerc,Francia,Caja Rural–Orbea,309190.0
1988,71,Martial Gayant,Francia,Toshiba–Look,309203.0
1988,72,Jacques Decrion,Francia,Système U–Gitane,309277.0
1988,73,Marco Antonio León,Colombia,Café de Colombia,309291.0
1988,74,Eric Van Lancker,Bélgica,Panasonic–Isostar–Colnago–Agu,309390.0
1988,75,Vicente Belda,España,Kelme,309442.0
1988,76,Marc van Orsouw,Países Bajos,PDM–Ultima–Concorde,309509.0
1988,77,Bruno Leali,Italia,Carrera Jeans–Vagabond,309523.0
1988,78,Patrice Esnault,Francia,RMO–Cycles Méral–Mavic,309532.0
1988,79,Alessandro Pozzi,Italia,Chateau d'Ax,309612.0
1988,80,Dirk De Wolf,Bélgica,Hitachi–Bosal–B.C.E. Snooker,309678.0
1988,81,Frédéric Brun,Francia,Z–Peugeot,309685.0
1988,82,Luis Javier Lukin,España,Reynolds,309713.0
1988,83,Raimund Dietzen,Alemania,Teka,309738.0
1988,84,Adri van der Poel,Países Bajos,PDM–Ultima–Concorde,309756.0
1988,85,Massimo Ghirotto,Italia,Carrera Jeans–Vagabond,309775.0
1988,86,Ennio Vanotti,Italia,Chateau d'Ax,309836.0
1988,87,Rudy Dhaenens,Bélgica,PDM–Ultima–Concorde,309849.0
1988,88,Michel Bibollet,Francia,RMO–Cycles Méral–Mavic,309967.0
1988,89,Ludo Peeters,Bélgica,Superconfex–Yoko–Opel–Colnago,310240.0
1988,90,Malcolm Elliott,Reino Unido,Fagor–MBK,310340.0
1988,91,Rolf Gölz,Alemania,Superconfex–Yoko–Opel–Colnago,310360.0
1988,92,Acácio da Silva,Portugal,Kas–Canal 10,310399.0
1988,93,Dominique Garde,Francia,Système U–Gitane,310477.0
1988,94,Régis Clère,Francia,Teka,310506.0
1988,95,Hennie Kuiper,Países Bajos,Sigma–Fina,310650.0
1988,96,Jan Wijnants,Bélgica,Hitachi–Bosal–B.C.E. Snooker,310669.0
1988,97,Arsenio Gonzalez,España,Teka,310686.0
1988,98,Thierry Marie,Francia,Système U–Gitane,310744.0
1988,99,Søren Lilholt,Dinamarca,Sigma–Fina,310791.0
1988,100,Dante Rezze,Francia,RMO–Cycles Méral–Mavic,310856.0
1988,101,Stefan Morjean,Bélgica,Hitachi–Bosal–B.C.E. Snooker,310969.0
1988,102,Alfons De Wolf,Bélgica,AD Renting–Anti-M–Bottecchia,311029.0
1988,103,Etienne De Wilde,Bélgica,Sigma–Fina,311110.0
1988,104,Roque de la Cruz,España,Caja Rural–Orbea,311145.0
1988,105,Davis Phinney,Estados Unidos,7-Eleven–Hoonved,311161.0
1988,106,Guido Bontempi,Italia,Carrera Jeans–Vagabond,311220.0
1988,107,Vicente-Juan Ridaura,España,Caja Rural–Orbea,311364.0
1988,108,Frédéric Garnier,Francia,Toshiba–Look,311445.0
1988,109,Marco Bergamo,Italia,Carrera Jeans–Vagabond,311616.0
1988,110,Andreas Kappes,Alemania,Toshiba–Look,311635.0
1988,111,José Salvador Sanchis,España,Caja Rural–Orbea,311693.0
1988,112,Iñaki Gastón,España,Kelme,311742.0
1988,113,Jens Veggerby,Dinamarca,7-Eleven–Hoonved,311840.0
1988,114,Javier Murguialday,España,BH,311845.0
1988,115,Eddy Planckaert,Bélgica,AD Renting–Anti-M–Bottecchia,311847.0
1988,116,Angel Camarillo,España,Teka,311902.0
1988,117,Celestino Prieto,España,Kas–Canal 10,311949.0
1988,118,Herminio Diaz,España,Reynolds,311975.0
1988,119,Jacques Hanegraaf,Países Bajos,Toshiba–Look,312004.0
1988,120,Joël Pelier,Francia,Système U–Gitane,312081.0
1988,121,Francisco-José Antequera,España,BH,312108.0
1988,122,Jelle Nijdam,Países Bajos,Superconfex–Yoko–Opel–Colnago,312232.0
1988,123,Régis Simon,Francia,RMO–Cycles Méral–Mavic,312371.0
1988,124,Frank Hoste,Bélgica,AD Renting–Anti-M–Bottecchia,312403.0
1988,125,Alfred Achermann,Suiza,Kas–Canal 10,312439.0
1988,126,Frans Maassen,Países Bajos,Superconfex–Yoko–Opel–Colnago,312456.0
1988,127,Twan Poels,Países Bajos,Superconfex–Yoko–Opel–Colnago,312475.0
1988,128,Manuel Jorge Domínguez,España,BH,312532.0
1988,129,Philippe Casado,Francia,Z–Peugeot,312564.0
1988,130,Johan Lammerts,Países Bajos,Toshiba–Look,312670.0
1988,131,René Martens,Bélgica,AD Renting–Anti-M–Bottecchia,312765.0
1988,132,Gerrit Solleveld,Países Bajos,Superconfex–Yoko–Opel–Colnago,312889.0
1988,133,Michel Vermote,Bélgica,RMO–Cycles Méral–Mavic,312893.0
1988,134,Juan Martinéz,España,Kelme,312937.0
1988,135,Andy Bishop,Estados Unidos,PDM–Ultima–Concorde,313013.0
1988,136,Erich Mächler,Suiza,Carrera Jeans–Vagabond,313050.0
1988,137,Rik Van Slycke,Bélgica,Sigma–Fina,313256.0
1988,138,Jean-Paul van Poppel,Países Bajos,Superconfex–Yoko–Opel–Colnago,313382.0
1988,139,Milan Jurco,Checoslovaquia,Chateau d'Ax,313418.0
1988,140,Hartmut Bölts,Alemania,RMO–Cycles Méral–Mavic,313459.0
1988,141,Walter Magnago,Italia,Carrera Jeans–Vagabond,313545.0
1988,142,Stefano Zanatta,Italia,Chateau d'Ax,313576.0
1988,143,Nico Verhoeven,Países Bajos,Superconfex–Yoko–Opel–Colnago,313813.0
1988,144,Nathan Dahlberg,Nueva Zelanda,7-Eleven–Hoonved,313839.0
1988,145,Gert Jakobs,Países Bajos,Superconfex–Yoko–Opel–Colnago,314001.0
1988,146,Marco Tabai,Italia,Carrera Jeans–Vagabond,314049.0
